STATE,XX,DISTRICT,REP_V,DEM_V,OTH_V,TOT_V,REP_S,DEM_S,OTH_S
Alabama,AL,6th,264819,0,3224,268043,1,0,0
Alaska,AK,n/a,0,0,0,0,0,0,0
Arizona,AZ,3rd,181012,0,44962,225974,1,0,0
Arizona,AZ,6th,202882,0,52695,255577,1,0,0
Arkansas,AR,n/a,,,,,0,1,0
California,CA,22nd,209384,0,0,209384,1,0,0
California,CA,32nd,0,119144,21002,140146,0,1,0
California,CA,33rd,0,166801,21513,188314,0,1,0
California,CA,38th,0,116851,0,116851,0,1,0
California,CA,41st,181605,0,37332,218937,1,0,0
Colorado,CO,n/a,0,0,0,0,0,0,0
Connecticut,CT,n/a,0,0,0,0,0,0,0
Delaware,DE,n/a,0,0,0,0,0,0,0
Florida,FL,3rd,0,172833,1323,174156,0,1,0
Florida,FL,4th,256157,0,1170,257327,1,0,0
Florida,FL,7th,,,,,1,0,0
Florida,FL,9th,284035,0,243,284278,1,0,0
Florida,FL,11th,0,191780,31701,223481,0,1,0
Florida,FL,17th,0,178690,734,179424,0,1,0
Florida,FL,19th,,,,,0,1,0
Florida,FL,21st,146507,0,54736,201243,1,0,0
Florida,FL,23rd,,,,,0,1,0
Florida,FL,24th,,,,,1,0,0
Florida,FL,25th,,,,,1,0,0
Georgia,GA,1st,188347,0,0,188347,1,0,0
Georgia,GA,5th,0,201773,0,201773,0,1,0
Georgia,GA,6th,267542,0,77,267619,1,0,0
Georgia,GA,7th,258982,0,0,258982,1,0,0
Georgia,GA,10th,219136,0,0,219136,1,0,0
Georgia,GA,13th,0,170657,0,170657,0,1,0
Hawaii,HI,n/a,0,0,0,0,0,0,0
Idaho,ID,n/a,0,0,0,0,0,0,0
Illinois,IL,2nd,0,207535,26990,234525,0,1,0
Indiana,IN,n/a,0,0,0,0,0,0,0
Iowa,IA,n/a,0,0,0,0,0,0,0
Kansas,KS,1st,239776,0,24517,264293,1,0,0
Kentucky,KY,5th,177579,0,0,177579,1,0,0
Louisiana,LA,4th,,,,,1,0,0
Maine,ME,n/a,0,0,0,0,0,0,0
Maryland,MD,n/a,0,0,0,0,0,0,0
Massachusetts,MA,1st,0,229465,65743,295208,0,1,0
Massachusetts,MA,2nd,0,217682,70189,287871,0,1,0
Massachusetts,MA,4th,0,219260,80523,299783,0,1,0
Massachusetts,MA,8th,0,165852,49948,215800,0,1,0
Massachusetts,MA,9th,0,218167,79659,297826,0,1,0
Michigan,MI,n/a,0,0,0,0,0,0,0
Minnesota,MN,n/a,0,0,0,0,0,0,0
Mississippi,MS,1st,219328,0,58256,277584,1,0,0
Mississippi,MS,3rd,234874,0,58494,293368,1,0,0
Missouri,MO,n/a,0,0,0,0,0,0,0
Montana,MT,n/a,0,0,0,0,0,0,0
Nebraska,NE,n/a,0,0,0,0,0,0,0
Nevada,NV,n/a,0,0,0,0,0,0,0
New Hampshire,NH,n/a,0,0,0,0,0,0,0
New Jersey,NJ,10th,0,155697,5016,160713,0,1,0
New Mexico,NM,n/a,0,0,0,0,0,0,0
New York,NY,6th,0,125127,59830,184957,0,1,0
New York,NY,11th,0,134175,67852,202027,0,1,0
New York,NY,25th,155163,0,160717,315880,1,0,0
North Carolina,NC,n/a,0,0,0,0,0,0,0
North Dakota,ND,n/a,0,0,0,0,0,0,0
Ohio,OH,6th,0,223842,145,223987,0,1,0
Ohio,OH,11th,0,222371,0,222371,0,1,0
Oklahoma,OK,3rd,215510,0,46621,262131,1,0,0
Oklahoma,OK,4th,198985,0,56869,255854,1,0,0
Oregon,OR,n/a,0,0,0,0,0,0,0
Pennsylvania,PA,5th,192852,0,26239,219091,1,0,0
Pennsylvania,PA,10th,191967,0,14805,206772,1,0,0
Pennsylvania,PA,11th,0,171147,10105,181252,0,1,0
Pennsylvania,PA,12th,0,204504,0,204504,0,1,0
Pennsylvania,PA,14th,0,220139,0,220139,0,1,0
Pennsylvania,PA,19th,224274,0,20820,245094,1,0,0
Rhode Island,RI,n/a,0,0,0,0,0,0,0
South Carolina,SC,1st,186448,0,25860,212308,1,0,0
South Carolina,SC,3rd,191052,0,947,191999,1,0,0
South Dakota,SD,n/a,0,0,0,0,0,0,0
Tennessee,TN,7th,232404,0,0,232404,1,0,0
Texas,TX,3rd,180099,0,30253,210352,1,0,0
Texas,TX,10th,182113,0,49530,231643,1,0,0
Texas,TX,13th,189448,0,15793,205241,1,0,0
Texas,TX,14th,173668,0,0,173668,1,0,0
Texas,TX,18th,0,136018,16970,152988,0,1,0
Texas,TX,29th,0,78256,4868,83124,0,1,0
Texas,TX,30th,0,144513,10821,155334,0,1,0
Utah,UT,n/a,0,0,0,0,0,0,0
Vermont,VT,n/a,0,0,0,0,0,0,0
Virginia,VA,1st,225071,0,61463,286534,1,0,0
Virginia,VA,6th,206560,0,7088,213648,1,0,0
Virginia,VA,7th,230765,0,74893,305658,1,0,0
Washington,WA,n/a,0,0,0,0,0,0,0
West Virginia,WV,n/a,0,0,0,0,0,0,0
Wisconsin,WI,7th,0,241306,40446,281752,0,1,0
Wyoming,WY,n/a,0,0,0,0,0,0,0
